Core,Colony,TimePoint,Sample.Time,Date,C.SH,D.SH,Tot.SH,D.Prp,Bleached_1,Experiment,Temperature,Bleaching,Tre_1,Rep_1,Tre_2,Tre_3,Rep_3,,Tre_4
S4-17,S4,T9,T9_S4-17,2016-02-12,5.84385671844311E-06,4.78658834383018E-05,5.37097401567449E-05,0.8911955876,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T5,T5_S4-17,2016-01-14,0.0213998359,0.0004093972,0.0218092331,0.0187717394,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T13,T13_S4-17,2016-06-13,0,0.0041696235,0.0041696235,1,Yes,Nutrients2,27,Control,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T12,T12_S4-17,2016-05-26,8.48635456042537E-05,0.0083638251,0.0084486886,0.989955418,Yes,Nutrients1,27,Control,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T15,T15_S4-17,2016-09-26,0,0.0010945656,0.0010945656,1,Yes,Nutrients2,26,Control,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T2,T2_S4-17,2015-09-17,0.0039148156,0.0015987427,0.0055276643,0.2892257159,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T11,T11_S4-17,2016-04-05,0,0.0020988927,0.0020988927,1,Yes,Nutrients1,27,Recovery ,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T23,T23_S4-17,2017-06-15,0,0.0309459339,0.0309459339,1,Yes,Nutrients2,32,Bleaching,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T3,T3_S4-17,2015-10-21,0.0082397711,0.0043387335,0.0125785046,0.3449323754,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T8,T8_S4-17,2016-02-05,0.0004019096,0.000048931,0.0004508406,0.1085327877,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T0,T0_S4-17,2015-06-30,0.0023253795,0.0127722833,0.0150976628,0.8459775189,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T14,T14_S4-17,2016-07-19,0,0.0041434196,0.0041434196,1,Yes,Nutrients2,27,Control,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T20,T20_S4-17,2017-06-01,0,0.0193529098,0.0193529098,1,Yes,Nutrients2,32,Bleaching,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T4,T4_S4-17,2015-12-12,0.0030742638,0.0012820186,0.0043562824,0.2942918915,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Ssid
S4-17,S4,T1,T1_S4-17,2015-08-04,0.0011239493,0.0031690926,0.0042930419,0.738192787,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Ssid
S5-27,S5,T5,T5_S5-27,2016-01-14,0.006782875,0.0022110639,0.0089939389,0.2458393308,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S5-27,S5,T1,T1_S5-27,2015-08-04,0.0005398344,0.0028125545,0.0033523889,0.8389702312,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S5-27,S5,T4,T4_S5-27,2015-12-12,0.0011755425,0.0015785287,0.0027540712,0.5731618957,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S5-27,S5,T3,T3_S5-27,2015-10-21,0.002180587,0.0057788193,0.0079594063,0.726036471,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S5-27,S5,T0,T0_S5-27,2015-06-30,0.0030512121,0.0083518638,0.0114030758,0.7324220152,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S5-27,S5,T2,T2_S5-27,2015-09-17,0.0004895134,0.0032405189,0.0037300323,0.8687643002,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S5-5,S5,T12,T12_S5-5,2016-05-26,0,0.0129060397,0.0129060397,1,Yes,Nutrients1,27,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T9,T9_S5-5,2016-02-12,0,0.001213145,0.001213145,1,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T17,T17_S5-5,2017-05-11,0,0.0734358473,0.0734358473,1,Yes,Nutrients2,26,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T4,T4_S5-5,2015-12-12,1.50055469708898E-05,0.0019681819,0.0019831874,0.9924336213,Yes,Nutrients1,26,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T15,T15_S5-5,2016-09-26,0,0.0026608124,0.0026608124,1,Yes,Nutrients2,26,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T8,T8_S5-5,2016-02-05,6.41385350992411E-05,0.0029671839,0.0030313224,0.9788414011,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T2,T2_S5-5,2015-09-17,8.51385375372583E-06,0.0045275263,0.0045360401,0.9981230647,Yes,Nutrients1,26,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T5,T5_S5-5,2016-01-14,9.7096152971526E-05,0.0032750026,0.0033720987,0.971206017,Yes,Nutrients1,26,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T16,T16_S5-5,2017-03-23,0,0.0031117753,0.0031117753,1,Yes,Nutrients2,26,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T11,T11_S5-5,2016-04-05,0,0.0063796903,0.0063796903,1,Yes,Nutrients1,27,Recovery ,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T13,T13_S5-5,2016-06-13,0,0.0166824085,0.0166824085,1,Yes,Nutrients2,27,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T20,T20_S5-5,2017-06-01,0,0.0337595873,0.0337595873,1,Yes,Nutrients2,32,Bleaching,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T23,T23_S5-5,2017-06-15,0,0.0412972543,0.0412972543,1,Yes,Nutrients2,32,Bleaching,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T0,T0_S5-5,2015-06-30,0,0.0031162093,0.0031162093,1,Yes,Nutrients1,26,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T10,T10_S5-5,2016-02-22,0,2.86270613337721E-05,2.86270613337721E-05,1,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T1,T1_S5-5,2015-08-04,0,0.0036802854,0.0036802854,1,Yes,Nutrients1,26,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T3,T3_S5-5,2015-10-21,2.96239070858637E-05,0.0062832744,0.0063128983,0.9953073999,Yes,Nutrients1,26,Control,N+P+Food,1,NH4,NH4,1,,
S5-5,S5,T14,T14_S5-5,2016-07-19,0,0.0132792579,0.0132792579,1,Yes,Nutrients2,27,Control,N+P+Food,1,NH4,NH4,1,,
S6-13,S6,T8,T8_S6-13,2016-02-05,4.45234029499552E-05,0.0194715044,0.0195160278,0.9977186237,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T24,T24_S6-13,2017-07-20,0,0.0029264644,0.0029264644,1,Yes,Mcav,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T20,T20_S6-13,2017-06-01,0,0.0151036063,0.0151036063,1,Yes,Nutrients2,32,Bleaching,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T3,T3_S6-13,2015-10-21,0.000106073,0.0789971519,0.0791032249,0.9986590562,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T17,T17_S6-13,2017-05-11,0,0.0215037335,0.0215037335,1,Yes,Nutrients2,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T10,T10_S6-13,2016-02-22,8.04386435266424E-05,0.0102931375,0.0103735761,0.9922458136,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T12,T12_S6-13,2016-05-26,0,0.0204426801,0.0204426801,1,Yes,Nutrients1,27,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T16,T16_S6-13,2017-03-23,0,0.0026462763,0.0026462763,1,Yes,Nutrients2,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T11,T11_S6-13,2016-04-05,0,0.0072177244,0.0072177244,1,Yes,Nutrients1,27,Recovery ,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T4,T4_S6-13,2015-12-12,8.89709090881422E-06,0.004591027,0.0045999241,0.9980658179,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T0,T0_S6-13,2015-06-30,0.0002803945,0.2153014544,0.2155818489,0.9986993594,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T14,T14_S6-13,2016-07-19,3.87745626585176E-05,0.0035061798,0.0035449543,0.9890620417,Yes,Nutrients2,27,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T2,T2_S6-13,2015-09-17,6.70714101434969E-05,0.0097799496,0.009847021,0.9931886598,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T9,T9_S6-13,2016-02-12,0,0.002347811,0.002347811,1,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T5,T5_S6-13,2016-01-14,3.97059453942866E-05,0.0074882244,0.0075279303,0.9947255163,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T1,T1_S6-13,2015-08-04,2.13772031044072E-05,0.015056147,0.0150775242,0.9985821808,Yes,Nutrients1,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T23,T23_S6-13,2017-06-15,0,0.0365555166,0.0365555166,1,Yes,Nutrients2,32,Bleaching,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T13,T13_S6-13,2016-06-13,0.0006245588,0.0217305522,0.022355111,0.9720619234,Yes,Nutrients2,27,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-13,S6,T15,T15_S6-13,2016-09-26,0,0.0027171505,0.0027171505,1,Yes,Nutrients2,26,Control,N+P+Food,1,NO3,Control,1,,Mcav
S6-6,S6,T0,T0_S6-6,2015-06-30,0.0002545355,0.0279782172,0.0282327527,0.9909843895,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S6-6,S6,T4,T4_S6-6,2015-12-12,3.1782190717636E-05,0.0049418378,0.00497362,0.9936098474,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S6-6,S6,T8,T8_S6-6,2016-02-05,0.0002872734,0.0378580104,0.0381452838,0.9924689659,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NA,NA,NA,,NA
S6-6,S6,T5,T5_S6-6,2016-01-14,7.59349279905514E-05,0.0078899617,0.0079658966,0.9904674977,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S6-6,S6,T2,T2_S6-6,2015-09-17,8.85036315057907E-05,0.0105111115,0.0105996151,0.9916502976,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S6-6,S6,T9,T9_S6-6,2016-02-12,1.27047531495359E-05,0.004857622,0.0048703267,0.9973913961,Yes,Nutrients1,32,Bleaching,N+P+Food,1,NA,NA,NA,,NA
S6-6,S6,T1,T1_S6-6,2015-08-04,1.63932328644933E-05,0.0107137536,0.0107301469,0.9984722266,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S6-6,S6,T3,T3_S6-6,2015-10-21,0.0002669962,0.0210409498,0.0213079461,0.9874696395,Yes,Nutrients1,26,Control,N+P+Food,1,NA,NA,NA,,NA
S5-10,S5,T4,T4_S5-10,2015-12-12,0.0028563115,0.0015607869,0.0044170984,0.3533511779,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,
S5-10,S5,T13,T13_S5-10,2016-06-13,0,0.0118152704,0.0118152704,1,Yes,Nutrients2,27,Control,Control,2,NO3,Control,2,,
S5-10,S5,T0,T0_S5-10,2015-06-30,0.0004269289,0.0042844848,0.0047114137,0.9093841129,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,
S5-10,S5,T24,T24_S5-10,2017-07-20,0,0.0030210349,0.0030210349,1,Yes,Mcav,26,Control,Control,2,NO3,Control,2,,
S5-10,S5,T20,T20_S5-10,2017-06-01,0,0.0127613713,0.0127613713,1,Yes,Nutrients2,32,Bleaching,Control,2,NO3,Control,2,,
S5-10,S5,T23,T23_S5-10,2017-06-15,0.0002669685,0.0088673322,0.0091343007,0.9707729637,Yes,Nutrients2,32,Bleaching,Control,2,NO3,Control,2,,
S5-10,S5,T10,T10_S5-10,2016-02-22,0,3.69052747061565E-05,3.69052747061565E-05,1,Yes,Nutrients1,32,Bleaching,Control,2,NO3,Control,2,,
S5-10,S5,T11,T11_S5-10,2016-04-05,0,0.0183262967,0.0183262967,1,Yes,Nutrients1,27,Recovery ,Control,2,NO3,Control,2,,
S5-10,S5,T15,T15_S5-10,2016-09-26,0,0.0010300217,0.0010300217,1,Yes,Nutrients2,26,Control,Control,2,NO3,Control,2,,
S5-10,S5,T1,T1_S5-10,2015-08-04,0.0056074155,0.011186221,0.0167936366,0.6660987936,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,
S5-10,S5,T5,T5_S5-10,2016-01-14,0.0400133482,0.0013662755,0.0413796236,0.033018074,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,
S5-10,S5,T16,T16_S5-10,2017-03-23,0,0.0012642529,0.0012642529,1,Yes,Nutrients2,26,Control,Control,2,NO3,Control,2,,
S5-10,S5,T12,T12_S5-10,2016-05-26,0,0.0133392331,0.0133392331,1,Yes,Nutrients1,27,Control,Control,2,NO3,Control,2,,
S5-10,S5,T3,T3_S5-10,2015-10-21,0.0499115213,0.0098073798,0.0597189011,0.164225724,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,
S5-10,S5,T2,T2_S5-10,2015-09-17,0.0034563521,0.0123528545,0.0158092066,0.7813709331,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,
S5-10,S5,T14,T14_S5-10,2016-07-19,0,0.0059423757,0.0059423757,1,Yes,Nutrients2,27,Control,Control,2,NO3,Control,2,,
S5-10,S5,T8,T8_S5-10,2016-02-05,0.0011296549,0.0003655547,0.0014952097,0.2444839201,Yes,Nutrients1,32,Bleaching,Control,2,NO3,Control,2,,
S5-10,S5,T17,T17_S5-10,2017-05-11,0,0.0155222942,0.0155222942,1,Yes,Nutrients2,26,Control,Control,2,NO3,Control,2,,
S4-24,S4,T0,T0_S4-24,2015-06-30,0.0047652876,0.008400828,0.0131661156,0.6380642726,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T3,T3_S4-24,2015-10-21,0.0192562215,0.0021439197,0.0214001412,0.1001825027,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T9,T9_S4-24,2016-02-12,1.73946085199367E-05,0,1.73946085199367E-05,0,Yes,Nutrients1,32,Bleaching,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T8,T8_S4-24,2016-02-05,0.0007322113,3.45171483572923E-05,0.0007667284,0.0450187413,Yes,Nutrients1,32,Bleaching,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T20,T20_S4-24,2017-06-01,0,0.0126455376,0.0126455376,1,Yes,Nutrients2,32,Bleaching,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T24,T24_S4-24,2017-07-20,0,0.014362653,0.014362653,1,Yes,Mcav,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T15,T15_S4-24,2016-09-26,0,0.0009961836,0.0009961836,1,Yes,Nutrients2,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T16,T16_S4-24,2017-03-23,0,0.0010535536,0.0010535536,1,Yes,Nutrients2,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T4,T4_S4-24,2015-12-12,0.0058332461,0.0003488051,0.0061820513,0.0564222344,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T17,T17_S4-24,2017-05-11,0,0.0347134473,0.0347134473,1,Yes,Nutrients2,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T23,T23_S4-24,2017-06-15,0,0.0002578386,0.0002578386,1,Yes,Nutrients2,32,Bleaching,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T1,T1_S4-24,2015-08-04,0.0115208886,0.0120304438,0.0235513323,0.5108179702,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T5,T5_S4-24,2016-01-14,0.0254447831,0.0004791796,0.0259239627,0.018484041,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T14,T14_S4-24,2016-07-19,0.0001536256,0.008195948,0.0083495737,0.9816007807,Yes,Nutrients2,27,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T26,T26_S4-24,2018-01-22,0,0.0021036028,0.0021036028,1,Yes,Mcav,26,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T11,T11_S4-24,2016-04-05,0,0.0110629659,0.0110629659,1,Yes,Nutrients1,27,Recovery ,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T13,T13_S4-24,2016-06-13,0.0004991433,0.0127817091,0.0132808524,0.9624163201,Yes,Nutrients2,27,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T12,T12_S4-24,2016-05-26,0,0.0194649282,0.0194649282,1,Yes,Nutrients1,27,Control,Control,2,NH4,NH4,2,,Ssid
S4-24,S4,T2,T2_S4-24,2015-09-17,0.0088832734,0.0038256069,0.0127088803,0.3010184088,Yes,Nutrients1,26,Control,Control,2,NH4,NH4,2,,Ssid
S6-11,S6,T0,T0_S6-11,2015-06-30,3.54843714900407E-06,0.0025127119,0.0025162603,0.9985897973,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S6-11,S6,T4,T4_S6-11,2015-12-12,7.79733534743746E-05,0.0062734591,0.0063514325,0.9877235012,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S6-11,S6,T3,T3_S6-11,2015-10-21,9.69068021448696E-05,0.028729028,0.0288259348,0.9966382078,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S6-11,S6,T5,T5_S6-11,2016-01-14,8.1935390354625E-05,0.0120678311,0.0121497665,0.9932562169,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S6-11,S6,T1,T1_S6-11,2015-08-04,0.0001673269,0.0218080871,0.021975414,0.9923857246,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S1-19,S1,T9,T9_S1-19,2016-02-12,0,0.0008774458,0.0008774458,1,Yes,Nutrients1,32,Bleaching,Dark,1,NA,NA,NA,,NA
S1-19,S1,T0,T0_S1-19,2015-06-30,0.000034785,0.0045818528,0.0046166378,0.992465289,Yes,Nutrients1,26,Control,Dark,1,NA,NA,NA,,NA
S1-19,S1,T3,T3_S1-19,2015-10-21,0.0001008257,0.0065960316,0.0066968573,0.9849443242,Yes,Nutrients1,26,Control,Dark,1,NA,NA,NA,,NA
S1-19,S1,T5,T5_S1-19,2016-01-14,0.000093517,0.0028704579,0.002963975,0.9684487765,Yes,Nutrients1,26,Control,Dark,1,NA,NA,NA,,NA
S1-19,S1,T2,T2_S1-19,2015-09-17,5.92336772987748E-05,0.0048432737,0.0049025074,0.9879176771,Yes,Nutrients1,26,Control,Dark,1,NA,NA,NA,,NA
S1-19,S1,T8,T8_S1-19,2016-02-05,5.77979074960516E-05,0.0025504141,0.002608212,0.9778400273,Yes,Nutrients1,32,Bleaching,Dark,1,NA,NA,NA,,NA
S1-19,S1,T1,T1_S1-19,2015-08-04,0.000011407,0.0025558942,0.0025673011,0.9955568302,Yes,Nutrients1,26,Control,Dark,1,NA,NA,NA,,NA
S1-19,S1,T4,T4_S1-19,2015-12-12,3.65558154464561E-05,0.0011682173,0.0012047731,0.9696575105,Yes,Nutrients1,26,Control,Dark,1,NA,NA,NA,,NA
S3-27,S3,T1,T1_S3-27,2015-08-04,0.0003450079,0.0225060589,0.0228510668,0.9849018891,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S3-27,S3,T0,T0_S3-27,2015-06-30,1.81121208239984E-05,0.0036331982,0.0036513103,0.9950395559,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S3-27,S3,T5,T5_S3-27,2016-01-14,0.000201212,0.0027500394,0.0029512515,0.9318214593,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S3-27,S3,T3,T3_S3-27,2015-10-21,0,0.0256277636,0.0256277636,1,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S3-27,S3,T4,T4_S3-27,2015-12-12,0.0002726415,0.0027154052,0.0029880467,0.9087559459,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S3-27,S3,T2,T2_S3-27,2015-09-17,7.67110795436533E-05,0.0078599668,0.0079366779,0.990334611,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S3-9,S3,T12,T12_S3-9,2016-05-26,0,0.0061308196,0.0061308196,1,Yes,Nutrients1,27,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T13,T13_S3-9,2016-06-13,0,0.014475171,0.014475171,1,Yes,Nutrients2,27,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T17,T17_S3-9,2017-05-11,0.0003243277,0.0027113462,0.003035674,0.8931612068,Yes,Nutrients2,26,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T24,T24_S3-9,2017-07-20,0,0.0015174841,0.0015174841,1,Yes,Mcav,26,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T20,T20_S3-9,2017-06-01,0.0013051945,0.0058873165,0.007192511,0.8185342417,Yes,Nutrients2,32,Bleaching,Dark,2,NO3,Control,2,,
S3-9,S3,T11,T11_S3-9,2016-04-05,0,0.005289828,0.005289828,1,Yes,Nutrients1,27,Recovery ,Dark,2,NO3,Control,2,,
S3-9,S3,T3,T3_S3-9,2015-10-21,0.0219004744,0.0269406804,0.0488411548,0.5515979413,Yes,Nutrients1,26,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T14,T14_S3-9,2016-07-19,0,0.0061998008,0.0061998008,1,Yes,Nutrients2,27,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T10,T10_S3-9,2016-02-22,0,0.0001475593,0.0001475593,1,Yes,Nutrients1,32,Bleaching,Dark,2,NO3,Control,2,,
S3-9,S3,T16,T16_S3-9,2017-03-23,4.81618208031167E-05,0.0025225359,0.0025706977,0.981265078,Yes,Nutrients2,26,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T23,T23_S3-9,2017-06-15,0,0.0272665775,0.0272665775,1,Yes,Nutrients2,32,Bleaching,Dark,2,NO3,Control,2,,
S3-9,S3,T4,T4_S3-9,2015-12-12,0.0052789787,0.0024056595,0.0076846381,0.3130478534,Yes,Nutrients1,26,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T1,T1_S3-9,2015-08-04,0.0101522252,0.023718304,0.0338705292,0.7002637565,Yes,Nutrients1,26,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T2,T2_S3-9,2015-09-17,0.0169536113,0.0193992502,0.0363528614,0.5336375021,Yes,Nutrients1,26,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T15,T15_S3-9,2016-09-26,0,0.0023201787,0.0023201787,1,Yes,Nutrients2,26,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T8,T8_S3-9,2016-02-05,0.003763338,0.0016153102,0.0053786482,0.3003189901,Yes,Nutrients1,32,Bleaching,Dark,2,NO3,Control,2,,
S3-9,S3,T0,T0_S3-9,2015-06-30,0.0020991218,0.0041215277,0.0062206495,0.6625558457,Yes,Nutrients1,26,Control,Dark,2,NO3,Control,2,,
S3-9,S3,T9,T9_S3-9,2016-02-12,0,0.0005977471,0.0005977471,1,Yes,Nutrients1,32,Bleaching,Dark,2,NO3,Control,2,,
S4-14,S4,T1,T1_S4-14,2015-08-04,0.002946125,0.0033597783,0.0063059033,0.5327988942,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S4-14,S4,T3,T3_S4-14,2015-10-21,0.0118206384,0.0224655695,0.0342862079,0.6552363426,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S4-14,S4,T4,T4_S4-14,2015-12-12,0.0030847251,0.0042433167,0.0073280418,0.5790519256,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S4-14,S4,T0,T0_S4-14,2015-06-30,0.0028855543,0.0056221128,0.008507667,0.66082896,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S4-14,S4,T2,T2_S4-14,2015-09-17,0.0064300736,0.0173460452,0.0237761188,0.7295574745,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S4-14,S4,T9,T9_S4-14,2016-02-12,0,0.0005303122,0.0005303122,1,Yes,Nutrients1,32,Bleaching,Dark,2,NA,NA,NA,,NA
S4-14,S4,T8,T8_S4-14,2016-02-05,0.0034911011,0.0023347085,0.0058258096,0.4007526261,Yes,Nutrients1,32,Bleaching,Dark,2,NA,NA,NA,,NA
S4-14,S4,T5,T5_S4-14,2016-01-14,0.0069076521,0.006102601,0.0130102531,0.4690608975,Yes,Nutrients1,26,Control,Dark,2,NA,NA,NA,,NA
S4-25,S4,T12,T12_S4-25,2016-05-26,0,0.0045363758,0.0045363758,1,Yes,Nutrients1,27,Control,Dark,2,NH4,NH4,2,,
S4-25,S4,T3,T3_S4-25,2015-10-21,0.0037065977,0.0436645233,0.047371121,0.9217540646,Yes,Nutrients1,26,Control,Dark,2,NH4,NH4,2,,
S4-25,S4,T14,T14_S4-25,2016-07-19,2.17446825686154E-05,0.0018256881,0.0018474328,0.9882297841,Yes,Nutrients2,27,Control,Dark,2,NH4,NH4,2,,
S4-25,S4,T9,T9_S4-25,2016-02-12,0,0.0025633339,0.0025633339,1,Yes,Nutrients1,32,Bleaching,Dark,2,NH4,NH4,2,,
S4-25,S4,T15,T15_S4-25,2016-09-26,0,0.0030108753,0.0030108753,1,Yes,Nutrients2,26,Control,Dark,2,NH4,NH4,2,,
S4-25,S4,T2,T2_S4-25,2015-09-17,0.0028243948,0.0240462434,0.0268706382,0.8948891791,Yes,Nutrients1,26,Control,Dark,2,NH4,NH4,2,,
S4-25,S4,T11,T11_S4-25,2016-04-05,9.48534232723222E-05,0.0095220919,0.0096169453,0.9901368449,Yes,Nutrients1,27,Recovery ,Dark,2,NH4,NH4,2,,
S4-25,S4,T4,T4_S4-25,2015-12-12,0.0016102847,0.0098281409,0.0114384256,0.859221476,Yes,Nutrients1,26,Control,Dark,2,NH4,NH4,2,,
S4-25,S4,T17,T17_S4-25,2017-05-11,0,0.030812723,0.030812723,1,Yes,Nutrients2,26,Control,Dark,2,NH4,NH4,2,,
S4-25,S4,T20,T20_S4-25,2017-06-01,8.26874521300369E-05,0.0095540836,0.009636771,0.9914195894,Yes,Nutrients2,32,Bleaching,Dark,2,NH4,NH4,2,,
