Date,Colony,TimePoint,Core,YII,Sample.Time
2015-10-02,S2,T2,S2-3,0.559,T2_S2-3
2015-10-21,S2,T3,S2-3,0.568,T3_S2-3
2015-12-12,S2,T4,S2-3,0.531,T4_S2-3
2016-01-14,S2,T5,S2-3,0.555,T5_S2-3
2016-01-25,S2,T6,S2-3,0.576,T6_S2-3
2016-02-01,S2,T7,S2-3,0.549,T7_S2-3
2016-02-05,S2,T8,S2-3,0.549,T8_S2-3
2016-02-12,S2,T9,S2-3,0.534,T9_S2-3
2016-02-22,S2,T10,S2-3,0.333,T10_S2-3
2016-04-05,S2,T11,S2-3,0.496,T11_S2-3
2015-06-30,S2,T0,S2-30,0.554,T0_S2-30
2015-08-04,S2,T1,S2-30,0.58,T1_S2-30
2015-10-02,S2,T2,S2-30,0.602,T2_S2-30
2015-10-21,S2,T3,S2-30,0.622,T3_S2-30
2015-12-12,S2,T4,S2-30,0.577,T4_S2-30
2016-01-14,S2,T5,S2-30,0.596,T5_S2-30
2016-01-25,S2,T6,S2-30,0.59,T6_S2-30
2016-02-01,S2,T7,S2-30,0.587,T7_S2-30
2016-02-05,S2,T8,S2-30,0.585,T8_S2-30
2016-02-12,S2,T9,S2-30,0.553,T9_S2-30
2016-02-22,S2,T10,S2-30,0.366,T10_S2-30
2016-04-05,S2,T11,S2-30,0.576,T11_S2-30
2015-06-30,S2,T0,S2-31,0.571,T0_S2-31
2015-08-04,S2,T1,S2-31,0.584,T1_S2-31
2015-10-02,S2,T2,S2-31,0.567,T2_S2-31
2015-10-21,S2,T3,S2-31,0.58,T3_S2-31
2015-12-12,S2,T4,S2-31,0.512,T4_S2-31
2016-01-14,S2,T5,S2-31,0.514,T5_S2-31
2016-01-25,S2,T6,S2-31,0.529,T6_S2-31
2016-02-01,S2,T7,S2-31,0.546,T7_S2-31
2016-02-05,S2,T8,S2-31,0.559,T8_S2-31
2016-02-12,S2,T9,S2-31,0.451,T9_S2-31
2016-02-22,S2,T10,S2-31,0.151,T10_S2-31
2016-04-05,S2,T11,S2-31,0.59,T11_S2-31
2015-06-30,S2,T0,S2-4,0.569,T0_S2-4
2015-08-04,S2,T1,S2-4,0.582,T1_S2-4
2015-10-02,S2,T2,S2-4,0.552,T2_S2-4
2015-10-21,S2,T3,S2-4,0.585,T3_S2-4
2015-12-12,S2,T4,S2-4,0.527,T4_S2-4
2016-01-14,S2,T5,S2-4,0.524,T5_S2-4
2016-01-25,S2,T6,S2-4,0.535,T6_S2-4
2016-02-01,S2,T7,S2-4,0.562,T7_S2-4
2016-02-05,S2,T8,S2-4,0.543,T8_S2-4
2016-02-12,S2,T9,S2-4,0.491,T9_S2-4
2015-06-30,S2,T0,S2-5,0.567,T0_S2-5
2015-08-04,S2,T1,S2-5,0.607,T1_S2-5
2015-10-02,S2,T2,S2-5,0.529,T2_S2-5
2015-10-21,S2,T3,S2-5,0.626,T3_S2-5
2015-12-12,S2,T4,S2-5,0.406,T4_S2-5
2016-01-14,S2,T5,S2-5,0.53,T5_S2-5
2016-01-25,S2,T6,S2-5,0.46,T6_S2-5
2016-02-01,S2,T7,S2-5,0.489,T7_S2-5
2016-02-05,S2,T8,S2-5,0.506,T8_S2-5
2016-04-05,S2,T11,S2-5,0.456,T11_S2-5
2015-06-30,S2,T0,S2-6,0.569,T0_S2-6
2015-08-04,S2,T1,S2-6,0.638,T1_S2-6
2015-10-02,S2,T2,S2-6,0.547,T2_S2-6
2015-10-21,S2,T3,S2-6,0.483,T3_S2-6
2015-12-12,S2,T4,S2-6,0.425,T4_S2-6
2016-01-14,S2,T5,S2-6,0.53,T5_S2-6
2016-01-25,S2,T6,S2-6,0.479,T6_S2-6
2016-02-01,S2,T7,S2-6,0.466,T7_S2-6
2016-02-05,S2,T8,S2-6,0.473,T8_S2-6
2016-02-12,S2,T9,S2-6,0.496,T9_S2-6
2016-04-05,S2,T11,S2-6,0.459,T11_S2-6
2015-06-30,S2,T0,S2-7,0.56,T0_S2-7
2015-08-04,S2,T1,S2-7,0.59,T1_S2-7
2015-10-02,S2,T2,S2-7,0.576,T2_S2-7
2015-10-21,S2,T3,S2-7,0.585,T3_S2-7
2015-12-12,S2,T4,S2-7,0.538,T4_S2-7
2016-01-14,S2,T5,S2-7,0.55,T5_S2-7
2016-01-25,S2,T6,S2-7,0.551,T6_S2-7
2016-02-01,S2,T7,S2-7,0.56,T7_S2-7
2016-02-05,S2,T8,S2-7,0.565,T8_S2-7
2016-02-12,S2,T9,S2-7,0.513,T9_S2-7
2016-02-22,S2,T10,S2-7,0.254,T10_S2-7
2016-04-05,S2,T11,S2-7,0.574,T11_S2-7
2015-06-30,S2,T0,S2-8,0.564,T0_S2-8
2015-08-04,S2,T1,S2-8,0.605,T1_S2-8
2015-10-02,S2,T2,S2-8,0.589,T2_S2-8
2015-10-21,S2,T3,S2-8,0.566,T3_S2-8
2015-12-12,S2,T4,S2-8,0.552,T4_S2-8
2016-01-14,S2,T5,S2-8,0.56,T5_S2-8
2016-01-25,S2,T6,S2-8,0.582,T6_S2-8
2016-02-01,S2,T7,S2-8,0.55,T7_S2-8
2016-02-05,S2,T8,S2-8,0.564,T8_S2-8
2016-02-12,S2,T9,S2-8,0.503,T9_S2-8
2016-02-22,S2,T10,S2-8,0.279,T10_S2-8
2016-04-05,S2,T11,S2-8,0.478,T11_S2-8
2015-06-30,S2,T0,S2-9,0.559,T0_S2-9
2015-08-04,S2,T1,S2-9,0.569,T1_S2-9
2015-10-02,S2,T2,S2-9,0.558,T2_S2-9
2015-10-21,S2,T3,S2-9,0.57,T3_S2-9
2015-12-12,S2,T4,S2-9,0.537,T4_S2-9
2016-01-14,S2,T5,S2-9,0.547,T5_S2-9
2016-01-25,S2,T6,S2-9,0.573,T6_S2-9
2016-02-01,S2,T7,S2-9,0.55,T7_S2-9
2016-02-05,S2,T8,S2-9,0.556,T8_S2-9
2016-02-12,S2,T9,S2-9,0.538,T9_S2-9
2015-06-30,S3,T0,S3-1,0.561,T0_S3-1
2015-08-04,S3,T1,S3-1,0.557,T1_S3-1
2015-10-02,S3,T2,S3-1,0.594,T2_S3-1
2015-10-21,S3,T3,S3-1,0.614,T3_S3-1
2015-12-12,S3,T4,S3-1,0.575,T4_S3-1
2016-01-14,S3,T5,S3-1,0.589,T5_S3-1
2015-06-30,S3,T0,S3-10,0.552,T0_S3-10
2015-08-04,S3,T1,S3-10,0.57,T1_S3-10
2015-10-02,S3,T2,S3-10,0.556,T2_S3-10
2015-10-21,S3,T3,S3-10,0.545,T3_S3-10
2015-12-12,S3,T4,S3-10,0.547,T4_S3-10
2016-01-14,S3,T5,S3-10,0.597,T5_S3-10
2016-01-25,S3,T6,S3-10,0.582,T6_S3-10
2016-02-01,S3,T7,S3-10,0.499,T7_S3-10
2016-02-05,S3,T8,S3-10,0.524,T8_S3-10
2016-02-12,S3,T9,S3-10,0.53,T9_S3-10
2015-06-30,S3,T0,S3-11,0.575,T0_S3-11
2015-08-04,S3,T1,S3-11,0.566,T1_S3-11
2015-10-02,S3,T2,S3-11,0.568,T2_S3-11
2015-10-21,S3,T3,S3-11,0.594,T3_S3-11
2015-12-12,S3,T4,S3-11,0.577,T4_S3-11
2016-01-14,S3,T5,S3-11,0.592,T5_S3-11
2016-01-25,S3,T6,S3-11,0.538,T6_S3-11
2016-02-01,S3,T7,S3-11,0.389,T7_S3-11
2016-02-05,S3,T8,S3-11,0.219,T8_S3-11
2016-02-12,S3,T9,S3-11,0.373,T9_S3-11
2016-02-22,S3,T10,S3-11,0.2,T10_S3-11
2016-04-05,S3,T11,S3-11,0.588,T11_S3-11
2015-06-30,S3,T0,S3-12,0.542,T0_S3-12
2015-08-04,S3,T1,S3-12,0.533,T1_S3-12
2015-10-02,S3,T2,S3-12,0.564,T2_S3-12
2015-10-21,S3,T3,S3-12,0.559,T3_S3-12
2015-12-12,S3,T4,S3-12,0.558,T4_S3-12
2016-01-14,S3,T5,S3-12,0.589,T5_S3-12
2016-01-25,S3,T6,S3-12,0.569,T6_S3-12
2016-02-01,S3,T7,S3-12,0.38,T7_S3-12
2016-02-05,S3,T8,S3-12,0.316,T8_S3-12
2016-02-12,S3,T9,S3-12,0.452,T9_S3-12
2016-02-22,S3,T10,S3-12,0.326,T10_S3-12
2016-04-05,S3,T11,S3-12,0.591,T11_S3-12
2015-06-30,S3,T0,S3-13,0.543,T0_S3-13
2015-08-04,S3,T1,S3-13,0.573,T1_S3-13
2015-10-02,S3,T2,S3-13,0.61,T2_S3-13
2015-10-21,S3,T3,S3-13,0.591,T3_S3-13
2015-12-12,S3,T4,S3-13,0.574,T4_S3-13
2016-01-14,S3,T5,S3-13,0.584,T5_S3-13
2016-01-25,S3,T6,S3-13,0.553,T6_S3-13
2016-02-01,S3,T7,S3-13,0.395,T7_S3-13
2016-02-05,S3,T8,S3-13,0.35,T8_S3-13
2016-02-12,S3,T9,S3-13,0.494,T9_S3-13
2015-06-30,S3,T0,S3-15,0.555,T0_S3-15
2015-08-04,S3,T1,S3-15,0.561,T1_S3-15
2015-10-02,S3,T2,S3-15,0.56,T2_S3-15
2015-10-21,S3,T3,S3-15,0.68,T3_S3-15
2015-12-12,S3,T4,S3-15,0.479,T4_S3-15
2016-01-14,S3,T5,S3-15,0.566,T5_S3-15
2016-01-25,S3,T6,S3-15,0.514,T6_S3-15
2016-02-01,S3,T7,S3-15,0.524,T7_S3-15
2016-02-05,S3,T8,S3-15,0.535,T8_S3-15
2016-04-05,S3,T11,S3-15,0.543,T11_S3-15
2015-06-30,S3,T0,S3-16,0.567,T0_S3-16
2015-08-04,S3,T1,S3-16,0.587,T1_S3-16
2015-10-02,S3,T2,S3-16,0.613,T2_S3-16
2015-10-21,S3,T3,S3-16,0.597,T3_S3-16
2015-12-12,S3,T4,S3-16,0.583,T4_S3-16
2016-01-14,S3,T5,S3-16,0.59,T5_S3-16
2016-01-25,S3,T6,S3-16,0.545,T6_S3-16
2016-02-01,S3,T7,S3-16,0.365,T7_S3-16
2016-02-05,S3,T8,S3-16,0.439,T8_S3-16
2016-02-12,S3,T9,S3-16,0.476,T9_S3-16
2016-02-22,S3,T10,S3-16,0.29,T10_S3-16
2016-04-05,S3,T11,S3-16,0.568,T11_S3-16
2015-06-30,S3,T0,S3-17,0.562,T0_S3-17
2015-08-04,S3,T1,S3-17,0.576,T1_S3-17
2015-10-02,S3,T2,S3-17,0.586,T2_S3-17
2015-10-21,S3,T3,S3-17,0.559,T3_S3-17
2015-12-12,S3,T4,S3-17,0.563,T4_S3-17
2016-01-14,S3,T5,S3-17,0.582,T5_S3-17
2016-01-25,S3,T6,S3-17,0.522,T6_S3-17
2016-02-01,S3,T7,S3-17,0.298,T7_S3-17
2016-02-05,S3,T8,S3-17,0.289,T8_S3-17
2016-02-12,S3,T9,S3-17,0.314,T9_S3-17
2015-06-30,S3,T0,S3-18,0.522,T0_S3-18
2015-08-04,S3,T1,S3-18,0.547,T1_S3-18
2015-10-02,S3,T2,S3-18,0.58,T2_S3-18
2015-10-21,S3,T3,S3-18,0.586,T3_S3-18
2015-12-12,S3,T4,S3-18,0.561,T4_S3-18
2016-01-14,S3,T5,S3-18,0.574,T5_S3-18
2016-01-25,S3,T6,S3-18,0.56,T6_S3-18
2016-02-01,S3,T7,S3-18,0.304,T7_S3-18
2016-02-05,S3,T8,S3-18,0.353,T8_S3-18
2016-02-12,S3,T9,S3-18,0.46,T9_S3-18
2016-02-22,S3,T10,S3-18,0.31,T10_S3-18
2016-04-05,S3,T11,S3-18,0.542,T11_S3-18
2015-06-30,S3,T0,S3-19,0.567,T0_S3-19
2015-08-04,S3,T1,S3-19,0.537,T1_S3-19
2015-10-02,S3,T2,S3-19,0.529,T2_S3-19
2015-10-21,S3,T3,S3-19,0.521,T3_S3-19
2015-12-12,S3,T4,S3-19,0.571,T4_S3-19
2016-01-14,S3,T5,S3-19,0.633,T5_S3-19
2016-01-25,S3,T6,S3-19,0.581,T6_S3-19
2016-02-01,S3,T7,S3-19,0.584,T7_S3-19
2016-02-05,S3,T8,S3-19,0.568,T8_S3-19
2016-02-12,S3,T9,S3-19,0.581,T9_S3-19
2015-06-30,S3,T0,S3-2,0.548,T0_S3-2
2015-08-04,S3,T1,S3-2,0.584,T1_S3-2
2015-10-02,S3,T2,S3-2,0.572,T2_S3-2
2015-10-21,S3,T3,S3-2,0.554,T3_S3-2
2015-12-12,S3,T4,S3-2,0.561,T4_S3-2
2016-01-14,S3,T5,S3-2,0.58,T5_S3-2
2016-01-25,S3,T6,S3-2,0.535,T6_S3-2
2016-02-01,S3,T7,S3-2,0.339,T7_S3-2
2016-02-05,S3,T8,S3-2,0.189,T8_S3-2
2016-02-12,S3,T9,S3-2,0.332,T9_S3-2
2016-02-22,S3,T10,S3-2,0.164,T10_S3-2
2016-04-05,S3,T11,S3-2,0.486,T11_S3-2
2015-06-30,S3,T0,S3-20,0.551,T0_S3-20
2015-08-04,S3,T1,S3-20,0.558,T1_S3-20
2015-10-02,S3,T2,S3-20,0.566,T2_S3-20
2015-10-21,S3,T3,S3-20,0.558,T3_S3-20
2015-12-12,S3,T4,S3-20,0.562,T4_S3-20
2016-01-14,S3,T5,S3-20,0.59,T5_S3-20
2016-01-25,S3,T6,S3-20,0.53,T6_S3-20
2016-02-01,S3,T7,S3-20,0.305,T7_S3-20
2016-02-05,S3,T8,S3-20,0.264,T8_S3-20
2016-02-12,S3,T9,S3-20,0.443,T9_S3-20
2015-06-30,S3,T0,S3-21,0.536,T0_S3-21
2015-08-04,S3,T1,S3-21,0.531,T1_S3-21
2015-10-02,S3,T2,S3-21,0.567,T2_S3-21
2015-10-21,S3,T3,S3-21,0.585,T3_S3-21
2015-12-12,S3,T4,S3-21,0.561,T4_S3-21
2016-01-14,S3,T5,S3-21,0.568,T5_S3-21
2015-06-30,S3,T0,S3-22,0.54,T0_S3-22
2015-08-04,S3,T1,S3-22,0.627,T1_S3-22
2015-10-02,S3,T2,S3-22,0.56,T2_S3-22
2015-10-21,S3,T3,S3-22,0.539,T3_S3-22
2015-12-12,S3,T4,S3-22,0.453,T4_S3-22
2016-01-14,S3,T5,S3-22,0.564,T5_S3-22
2016-01-25,S3,T6,S3-22,0.54,T6_S3-22
2016-02-01,S3,T7,S3-22,0.518,T7_S3-22
2016-02-05,S3,T8,S3-22,0.535,T8_S3-22
2016-02-12,S3,T9,S3-22,0.529,T9_S3-22
2016-04-05,S3,T11,S3-22,0.515,T11_S3-22
2015-06-30,S3,T0,S3-24,0.54,T0_S3-24
2015-08-04,S3,T1,S3-24,0.567,T1_S3-24
2015-10-02,S3,T2,S3-24,0.552,T2_S3-24
2015-10-21,S3,T3,S3-24,0.671,T3_S3-24
2015-12-12,S3,T4,S3-24,0.483,T4_S3-24
2016-01-14,S3,T5,S3-24,0.556,T5_S3-24
2016-01-25,S3,T6,S3-24,0.506,T6_S3-24
2016-02-01,S3,T7,S3-24,0.426,T7_S3-24
2016-02-05,S3,T8,S3-24,0.55,T8_S3-24
2016-04-05,S3,T11,S3-24,0.536,T11_S3-24
2015-06-30,S3,T0,S3-25,0.518,T0_S3-25
2015-08-04,S3,T1,S3-25,0.584,T1_S3-25
2015-10-02,S3,T2,S3-25,0.601,T2_S3-25
2015-10-21,S3,T3,S3-25,0.598,T3_S3-25
2015-12-12,S3,T4,S3-25,0.54,T4_S3-25
2016-01-14,S3,T5,S3-25,0.584,T5_S3-25
2016-01-25,S3,T6,S3-25,0.571,T6_S3-25
2016-02-01,S3,T7,S3-25,0.578,T7_S3-25
2016-02-05,S3,T8,S3-25,0.576,T8_S3-25
2016-02-12,S3,T9,S3-25,0.546,T9_S3-25
2016-02-22,S3,T10,S3-25,0.379,T10_S3-25
2016-04-05,S3,T11,S3-25,0.564,T11_S3-25
2015-06-30,S3,T0,S3-26,0.521,T0_S3-26
2015-08-04,S3,T1,S3-26,0.538,T1_S3-26
2015-10-02,S3,T2,S3-26,0.565,T2_S3-26
2015-10-21,S3,T3,S3-26,0.574,T3_S3-26
2015-12-12,S3,T4,S3-26,0.558,T4_S3-26
2016-01-14,S3,T5,S3-26,0.584,T5_S3-26
2016-01-25,S3,T6,S3-26,0.575,T6_S3-26
2016-02-01,S3,T7,S3-26,0.425,T7_S3-26
2016-02-05,S3,T8,S3-26,0.41,T8_S3-26
2016-02-12,S3,T9,S3-26,0.481,T9_S3-26
2016-02-22,S3,T10,S3-26,0.308,T10_S3-26
2016-04-05,S3,T11,S3-26,0.503,T11_S3-26
2015-06-30,S3,T0,S3-27,0.548,T0_S3-27
2015-08-04,S3,T1,S3-27,0.538,T1_S3-27
2015-10-02,S3,T2,S3-27,0.571,T2_S3-27
2015-10-21,S3,T3,S3-27,0.607,T3_S3-27
2015-12-12,S3,T4,S3-27,0.566,T4_S3-27
2016-01-14,S3,T5,S3-27,0.633,T5_S3-27
2015-06-30,S3,T0,S3-28,0.558,T0_S3-28
2015-08-04,S3,T1,S3-28,0.547,T1_S3-28
2015-10-02,S3,T2,S3-28,0.594,T2_S3-28
2015-10-21,S3,T3,S3-28,0.62,T3_S3-28
2015-12-12,S3,T4,S3-28,0.578,T4_S3-28
2016-01-14,S3,T5,S3-28,0.59,T5_S3-28
2016-01-25,S3,T6,S3-28,0.578,T6_S3-28
2016-02-01,S3,T7,S3-28,0.419,T7_S3-28
2016-02-05,S3,T8,S3-28,0.434,T8_S3-28
2016-02-12,S3,T9,S3-28,0.525,T9_S3-28
2016-02-22,S3,T10,S3-28,0.415,T10_S3-28
2016-04-05,S3,T11,S3-28,0.568,T11_S3-28
2015-06-30,S3,T0,S3-29,0.52,T0_S3-29
2015-08-04,S3,T1,S3-29,0.559,T1_S3-29
2015-10-02,S3,T2,S3-29,0.579,T2_S3-29
2015-10-21,S3,T3,S3-29,0.591,T3_S3-29
2015-12-12,S3,T4,S3-29,0.566,T4_S3-29
2016-01-14,S3,T5,S3-29,0.59,T5_S3-29
2015-06-30,S3,T0,S3-3,0.571,T0_S3-3
2015-08-04,S3,T1,S3-3,0.546,T1_S3-3
2015-10-02,S3,T2,S3-3,0.551,T2_S3-3
2015-10-21,S3,T3,S3-3,0.531,T3_S3-3
2015-12-12,S3,T4,S3-3,0.599,T4_S3-3
2016-01-14,S3,T5,S3-3,0.632,T5_S3-3
2016-01-25,S3,T6,S3-3,0.588,T6_S3-3
2016-02-01,S3,T7,S3-3,0.572,T7_S3-3
2016-02-05,S3,T8,S3-3,0.586,T8_S3-3
2016-02-12,S3,T9,S3-3,0.593,T9_S3-3
2016-02-22,S3,T10,S3-3,0.534,T10_S3-3
2016-04-05,S3,T11,S3-3,0.546,T11_S3-3
2015-06-30,S3,T0,S3-30,0.546,T0_S3-30
2015-08-04,S3,T1,S3-30,0.584,T1_S3-30
2015-10-02,S3,T2,S3-30,0.576,T2_S3-30
2015-10-21,S3,T3,S3-30,0.592,T3_S3-30
2015-12-12,S3,T4,S3-30,0.55,T4_S3-30
2016-01-14,S3,T5,S3-30,0.592,T5_S3-30
2015-06-30,S3,T0,S3-31,0.565,T0_S3-31
2015-08-04,S3,T1,S3-31,0.609,T1_S3-31
2015-10-02,S3,T2,S3-31,0.569,T2_S3-31
2015-10-21,S3,T3,S3-31,0.554,T3_S3-31
2015-12-12,S3,T4,S3-31,0.484,T4_S3-31
2016-01-14,S3,T5,S3-31,0.578,T5_S3-31
2016-01-25,S3,T6,S3-31,0.507,T6_S3-31
2016-02-01,S3,T7,S3-31,0.529,T7_S3-31
2016-02-05,S3,T8,S3-31,0.526,T8_S3-31
2016-02-12,S3,T9,S3-31,0.528,T9_S3-31
2016-04-05,S3,T11,S3-31,0.515,T11_S3-31
2015-06-30,S3,T0,S3-4,0.55,T0_S3-4
2015-08-04,S3,T1,S3-4,0.583,T1_S3-4
2015-10-02,S3,T2,S3-4,0.581,T2_S3-4
2015-10-21,S3,T3,S3-4,0.575,T3_S3-4
2015-12-12,S3,T4,S3-4,0.564,T4_S3-4
2016-01-14,S3,T5,S3-4,0.581,T5_S3-4
2016-01-25,S3,T6,S3-4,0.061,T6_S3-4
2016-02-01,S3,T7,S3-4,0.395,T7_S3-4
2016-02-05,S3,T8,S3-4,0.33,T8_S3-4
2016-02-12,S3,T9,S3-4,0.331,T9_S3-4
2016-02-22,S3,T10,S3-4,0.144,T10_S3-4
2016-04-05,S3,T11,S3-4,0.502,T11_S3-4
2015-06-30,S3,T0,S3-6,0.555,T0_S3-6
2015-08-04,S3,T1,S3-6,0.56,T1_S3-6
2015-10-02,S3,T2,S3-6,0.583,T2_S3-6
2015-10-21,S3,T3,S3-6,0.572,T3_S3-6
2015-12-12,S3,T4,S3-6,0.57,T4_S3-6
2016-01-14,S3,T5,S3-6,0.589,T5_S3-6
2016-01-25,S3,T6,S3-6,0.568,T6_S3-6
2016-02-01,S3,T7,S3-6,0.378,T7_S3-6
2016-02-05,S3,T8,S3-6,0.205,T8_S3-6
2016-02-12,S3,T9,S3-6,0.426,T9_S3-6
2015-06-30,S3,T0,S3-7,0.571,T0_S3-7
2015-08-04,S3,T1,S3-7,0.587,T1_S3-7
2015-10-02,S3,T2,S3-7,0.569,T2_S3-7
2015-10-21,S3,T3,S3-7,0.602,T3_S3-7
2015-12-12,S3,T4,S3-7,0.583,T4_S3-7
2016-01-14,S3,T5,S3-7,0.58,T5_S3-7
2015-06-30,S3,T0,S3-8,0.564,T0_S3-8
2015-08-04,S3,T1,S3-8,0.735,T1_S3-8
2015-10-02,S3,T2,S3-8,0.573,T2_S3-8
2015-10-21,S3,T3,S3-8,0.566,T3_S3-8
2015-12-12,S3,T4,S3-8,0.545,T4_S3-8
2016-01-14,S3,T5,S3-8,0.579,T5_S3-8
2016-01-25,S3,T6,S3-8,0.566,T6_S3-8
2016-02-01,S3,T7,S3-8,0.428,T7_S3-8
2016-02-05,S3,T8,S3-8,0.506,T8_S3-8
2016-02-12,S3,T9,S3-8,0.489,T9_S3-8
2016-02-22,S3,T10,S3-8,0.246,T10_S3-8
2016-04-05,S3,T11,S3-8,0.565,T11_S3-8
2015-06-30,S3,T0,S3-9,0.554,T0_S3-9
2015-08-04,S3,T1,S3-9,0.567,T1_S3-9
2015-10-02,S3,T2,S3-9,0.565,T2_S3-9
2015-10-21,S3,T3,S3-9,0.596,T3_S3-9
2015-12-12,S3,T4,S3-9,0.588,T4_S3-9
2016-01-14,S3,T5,S3-9,0.635,T5_S3-9
2016-01-25,S3,T6,S3-9,0.582,T6_S3-9
2016-02-01,S3,T7,S3-9,0.56,T7_S3-9
2016-02-05,S3,T8,S3-9,0.497,T8_S3-9
2016-02-12,S3,T9,S3-9,0.532,T9_S3-9
2016-02-22,S3,T10,S3-9,0.426,T10_S3-9
2016-04-05,S3,T11,S3-9,0.542,T11_S3-9
2015-06-30,S4,T0,S4-1,0.563,T0_S4-1
2015-08-04,S4,T1,S4-1,0.564,T1_S4-1
2015-10-02,S4,T2,S4-1,0.489,T2_S4-1
2015-10-21,S4,T3,S4-1,0.492,T3_S4-1
2015-12-12,S4,T4,S4-1,0.516,T4_S4-1
2016-01-14,S4,T5,S4-1,0.521,T5_S4-1
2016-01-25,S4,T6,S4-1,0.526,T6_S4-1
2016-02-01,S4,T7,S4-1,0.455,T7_S4-1
2016-02-05,S4,T8,S4-1,0.231,T8_S4-1
2016-02-12,S4,T9,S4-1,0,T9_S4-1
2016-02-22,S4,T10,S4-1,0.056,T10_S4-1
2016-04-05,S4,T11,S4-1,0.358,T11_S4-1
2015-06-30,S4,T0,S4-10,0.543,T0_S4-10
2015-08-04,S4,T1,S4-10,0.547,T1_S4-10
2015-10-02,S4,T2,S4-10,0.55,T2_S4-10
2015-10-21,S4,T3,S4-10,0.529,T3_S4-10
2015-12-12,S4,T4,S4-10,0.519,T4_S4-10
2016-01-14,S4,T5,S4-10,0.591,T5_S4-10
2016-01-25,S4,T6,S4-10,0.582,T6_S4-10
2016-02-01,S4,T7,S4-10,0.482,T7_S4-10
2016-02-05,S4,T8,S4-10,0.33,T8_S4-10
2016-02-12,S4,T9,S4-10,0.218,T9_S4-10
2015-06-30,S4,T0,S4-11,0.521,T0_S4-11
2015-08-04,S4,T1,S4-11,0.534,T1_S4-11
2015-10-02,S4,T2,S4-11,0.544,T2_S4-11
2015-10-21,S4,T3,S4-11,0.528,T3_S4-11
2015-12-12,S4,T4,S4-11,0.486,T4_S4-11
2016-01-14,S4,T5,S4-11,0.552,T5_S4-11
2016-01-25,S4,T6,S4-11,0.53,T6_S4-11
2016-02-01,S4,T7,S4-11,0.477,T7_S4-11
2016-02-05,S4,T8,S4-11,0.339,T8_S4-11
2016-02-12,S4,T9,S4-11,0.372,T9_S4-11
2016-02-22,S4,T10,S4-11,0.129,T10_S4-11
2016-04-05,S4,T11,S4-11,0.584,T11_S4-11
2015-06-30,S4,T0,S4-12,0.533,T0_S4-12
2015-08-04,S4,T1,S4-12,0.533,T1_S4-12
2015-10-02,S4,T2,S4-12,0.533,T2_S4-12
2015-10-21,S4,T3,S4-12,0.521,T3_S4-12
2015-12-12,S4,T4,S4-12,0.498,T4_S4-12
2016-01-14,S4,T5,S4-12,0.566,T5_S4-12
2016-01-25,S4,T6,S4-12,0.565,T6_S4-12
2016-02-01,S4,T7,S4-12,0.475,T7_S4-12
2016-02-05,S4,T8,S4-12,0.338,T8_S4-12
2016-02-22,S4,T10,S4-12,0.081,T10_S4-12
2016-04-05,S4,T11,S4-12,0.458,T11_S4-12
2015-06-30,S4,T0,S4-13,0.536,T0_S4-13
2015-08-04,S4,T1,S4-13,0.588,T1_S4-13
2015-10-02,S4,T2,S4-13,0.604,T2_S4-13
2015-10-21,S4,T3,S4-13,0.579,T3_S4-13
2015-12-12,S4,T4,S4-13,0.546,T4_S4-13
2016-01-14,S4,T5,S4-13,0.599,T5_S4-13
2015-06-30,S4,T0,S4-14,0.533,T0_S4-14
2015-08-04,S4,T1,S4-14,0.521,T1_S4-14
2015-10-02,S4,T2,S4-14,0.494,T2_S4-14
2015-10-21,S4,T3,S4-14,0.506,T3_S4-14
2015-12-12,S4,T4,S4-14,0.473,T4_S4-14
2016-01-14,S4,T5,S4-14,0.495,T5_S4-14
2016-01-25,S4,T6,S4-14,0.446,T6_S4-14
2016-02-01,S4,T7,S4-14,0.442,T7_S4-14
2016-02-05,S4,T8,S4-14,0.406,T8_S4-14
2016-02-12,S4,T9,S4-14,0.389,T9_S4-14
2015-06-30,S4,T0,S4-16,0.52,T0_S4-16
2015-08-04,S4,T1,S4-16,0.534,T1_S4-16
2015-10-02,S4,T2,S4-16,0.53,T2_S4-16
2015-10-21,S4,T3,S4-16,0.527,T3_S4-16
2015-12-12,S4,T4,S4-16,0.531,T4_S4-16
2016-01-14,S4,T5,S4-16,0.55,T5_S4-16
2016-01-25,S4,T6,S4-16,0.541,T6_S4-16
2016-02-01,S4,T7,S4-16,0.452,T7_S4-16
2016-02-05,S4,T8,S4-16,0.307,T8_S4-16
2016-02-12,S4,T9,S4-16,0.215,T9_S4-16
2016-02-22,S4,T10,S4-16,0.098,T10_S4-16
2016-04-05,S4,T11,S4-16,0.445,T11_S4-16
2015-06-30,S4,T0,S4-17,0.521,T0_S4-17
2015-08-04,S4,T1,S4-17,0.564,T1_S4-17
2015-10-02,S4,T2,S4-17,0.554,T2_S4-17
2015-10-21,S4,T3,S4-17,0.547,T3_S4-17
2015-12-12,S4,T4,S4-17,0.533,T4_S4-17
2016-01-14,S4,T5,S4-17,0.59,T5_S4-17
2016-01-25,S4,T6,S4-17,0.57,T6_S4-17
2016-02-01,S4,T7,S4-17,0.474,T7_S4-17
2016-02-05,S4,T8,S4-17,0.311,T8_S4-17
2016-02-12,S4,T9,S4-17,0.319,T9_S4-17
2016-02-22,S4,T10,S4-17,0.075,T10_S4-17
