Date,Colony,TimePoint,Core,YII,Sample.Time
2017-05-18,S2,T18,S2-27,0.532,T18_S2-27
2017-05-18,S3,T18,S3-24,0.527,T18_S3-24
2017-05-18,S5,T18,S5-16,0.506,T18_S5-16
2017-05-18,S6,T18,S6-2,0.495,T18_S6-2
2017-05-18,S1,T18,S1-27,0.5,T18_S1-27
2017-05-18,S3,T18,S3-14,0.532,T18_S3-14
2017-05-18,S4,T18,S4-27,0.524,T18_S4-27
2017-05-18,S2,T18,S2-12,0.527,T18_S2-12
2017-05-18,S2,T18,S2-A,0.446,T18_S2-A
2017-05-18,S2,T18,S2-B,0.441,T18_S2-B
2017-05-18,S6,T18,S6-C,0.558,T18_S6-C
2017-05-18,S6,T18,S6-D,0.502,T18_S6-D
2017-05-18,S2,T18,S2-E,0.482,T18_S2-E
2017-05-18,S6,T18,S6-F,0.501,T18_S6-F
2017-05-18,S6,T18,S6-G,0.505,T18_S6-G
2017-05-18,S2,T18,S2-H,0.514,T18_S2-H
2017-05-18,S2,T18,S2-I,0.439,T18_S2-I
2017-05-18,S2,T18,S2-J,0.505,T18_S2-J
2017-05-18,S6,T18,S6-K,0.444,T18_S6-K
2017-05-18,S6,T18,S6-L,0.44,T18_S6-L
2017-05-18,S6,T18,S6-M,0.522,T18_S6-M
2017-05-18,S2,T18,S2-N,0.496,T18_S2-N
2017-05-18,S2,T18,S2-O,0.338,T18_S2-O
2017-05-18,S2,T18,S2-P,0.492,T18_S2-P
2017-05-18,S2,T18,S2-Q,0.311,T18_S2-Q
2017-05-25,S4,T19,S4-12,0.516,T19_S4-12
2017-05-25,S6,T19,S6-5,0.492,T19_S6-5
2017-05-25,S1,T19,S1-13,0.554,T19_S1-13
2017-05-25,S3,T19,S3-4,0.535,T19_S3-4
2017-05-25,S2,T19,S2-29,0.534,T19_S2-29
2017-05-25,S5,T19,S5-6,0.541,T19_S5-6
2017-05-25,S4,T19,S4-11,0.502,T19_S4-11
2017-05-25,S6,T19,S6-1,0.498,T19_S6-1
2017-05-25,S1,T19,S1-16,0.546,T19_S1-16
2017-05-25,S3,T19,S3-11,0.518,T19_S3-11
2017-05-25,S2,T19,S2-24,0.493,T19_S2-24
2017-05-25,S5,T19,S5-18,0.506,T19_S5-18
2017-05-25,S4,T19,S4-1,0.504,T19_S4-1
2017-05-25,S6,T19,S6-18,0.45,T19_S6-18
2017-05-25,S1,T19,S1-11,0.5,T19_S1-11
2017-05-25,S3,T19,S3-2,0.488,T19_S3-2
2017-05-25,S2,T19,S2-30,0.521,T19_S2-30
2017-05-25,S5,T19,S5-21,0.5,T19_S5-21
2017-05-25,S1,T19,S1-26,0.548,T19_S1-26
2017-05-25,S3,T19,S3-18,0.497,T19_S3-18
2017-05-25,S4,T19,S4-24,0.507,T19_S4-24
2017-05-25,S6,T19,S6-23,0.533,T19_S6-23
2017-05-25,S2,T19,S2-1,0.542,T19_S2-1
2017-05-25,S1,T19,S1-6,0.552,T19_S1-6
2017-05-25,S3,T19,S3-12,0.528,T19_S3-12
2017-05-25,S4,T19,S4-26,0.492,T19_S4-26
2017-05-25,S6,T19,S6-15,0.549,T19_S6-15
2017-05-25,S2,T19,S2-7,0.537,T19_S2-7
2017-05-25,S1,T19,S1-15,0.53,T19_S1-15
2017-05-25,S3,T19,S3-26,0.46,T19_S3-26
2017-05-25,S4,T19,S4-16,0.514,T19_S4-16
2017-05-25,S6,T19,S6-31,0.521,T19_S6-31
2017-05-25,S5,T19,S5-5,0.511,T19_S5-5
2017-05-25,S2,T19,S2-14,0.511,T19_S2-14
2017-05-25,S1,T19,S1-29,0.521,T19_S1-29
2017-05-25,S2,T19,S2-19,0.555,T19_S2-19
2017-05-25,S4,T19,S4-23,0.552,T19_S4-23
2017-05-25,S5,T19,S5-20,0.526,T19_S5-20
2017-05-25,S6,T19,S6-19,0.516,T19_S6-19
2017-05-25,S1,T19,S1-3,0.551,T19_S1-3
2017-05-25,S2,T19,S2-5,0.551,T19_S2-5
2017-05-25,S3,T19,S3-15,0.537,T19_S3-15
2017-05-25,S4,T19,S4-20,0.549,T19_S4-20
2017-05-25,S5,T19,S5-26,0.522,T19_S5-26
2017-05-25,S6,T19,S6-22,0.528,T19_S6-22
2017-05-25,S2,T19,S2-26,0.539,T19_S2-26
2017-05-25,S3,T19,S3-23,0.405,T19_S3-23
2017-05-25,S6,T19,S6-16,0.483,T19_S6-16
2017-05-25,S1,T19,S1-21,0.473,T19_S1-21
2017-05-25,S2,T19,S2-6,0.54,T19_S2-6
2017-05-25,S3,T19,S3-22,0.497,T19_S3-22
2017-05-25,S4,T19,S4-5,0.479,T19_S4-5
2017-05-25,S5,T19,S5-4,0.488,T19_S5-4
2017-05-25,S6,T19,S6-4,0.499,T19_S6-4
2017-05-25,S1,T19,S1-20,0.486,T19_S1-20
2017-05-25,S2,T19,S2-27,0.537,T19_S2-27
2017-05-25,S3,T19,S3-24,0.518,T19_S3-24
2017-05-25,S5,T19,S5-16,0.487,T19_S5-16
2017-05-25,S6,T19,S6-2,0.484,T19_S6-2
2017-05-25,S1,T19,S1-27,0.482,T19_S1-27
2017-05-25,S3,T19,S3-14,0.512,T19_S3-14
2017-05-25,S4,T19,S4-27,0.506,T19_S4-27
2017-05-25,S2,T19,S2-12,0.51,T19_S2-12
2017-05-25,S5,T19,S5-24,0.534,T19_S5-24
2017-05-25,S2,T19,S2-10,0.507,T19_S2-10
2017-05-25,S1,T19,S1-4,0.522,T19_S1-4
2017-05-25,S3,T19,S3-3,0.471,T19_S3-3
2017-05-25,S4,T19,S4-25,0.516,T19_S4-25
2017-05-25,S6,T19,S6-17,0.525,T19_S6-17
2017-05-25,S2,T19,S2-31,0.517,T19_S2-31
2017-05-25,S1,T19,S1-17,0.533,T19_S1-17
2017-05-25,S3,T19,S3-8,0.521,T19_S3-8
2017-05-25,S4,T19,S4-22,0.491,T19_S4-22
2017-05-25,S6,T19,S6-27,0.486,T19_S6-27
2017-05-25,S5,T19,S5-12,0.54,T19_S5-12
2017-05-25,S5,T19,S5-14,0.498,T19_S5-14
2017-05-25,S2,T19,S2-8,0.518,T19_S2-8
2017-05-25,S1,T19,S1-5,0.513,T19_S1-5
2017-05-25,S3,T19,S3-28,0.51,T19_S3-28
2017-05-25,S4,T19,S4-18,0.458,T19_S4-18
2017-05-25,S6,T19,S6-10,0.499,T19_S6-10
2017-05-25,S2,T19,S2-22,0.506,T19_S2-22
2017-05-25,S5,T19,S5-10,0.51,T19_S5-10
2017-05-25,S4,T19,S4-21,0.49,T19_S4-21
2017-05-25,S6,T19,S6-14,0.499,T19_S6-14
2017-05-25,S1,T19,S1-22,0.528,T19_S1-22
2017-05-25,S3,T19,S3-9,0.537,T19_S3-9
2017-05-25,S2,T19,S2-16,0.486,T19_S2-16
2017-05-25,S5,T19,S5-13,0.517,T19_S5-13
2017-05-25,S4,T19,S4-19,0.489,T19_S4-19
2017-05-25,S6,T19,S6-28,0.505,T19_S6-28
2017-05-25,S1,T19,S1-30,0.539,T19_S1-30
2017-05-25,S3,T19,S3-25,0.534,T19_S3-25
2017-05-25,S2,T19,S2-3,0.529,T19_S2-3
2017-05-25,S5,T19,S5-2,0.561,T19_S5-2
2017-05-25,S4,T19,S4-17,0.48,T19_S4-17
2017-05-25,S6,T19,S6-13,0.505,T19_S6-13
2017-05-25,S1,T19,S1-2,0.534,T19_S1-2
2017-05-25,S3,T19,S3-16,0.515,T19_S3-16
2017-06-01,S4,T20,S4-12,0.494,T20_S4-12
2017-06-01,S6,T20,S6-5,0.48,T20_S6-5
2017-06-01,S1,T20,S1-13,0.526,T20_S1-13
2017-06-01,S3,T20,S3-4,0.505,T20_S3-4
2017-06-01,S2,T20,S2-29,0.496,T20_S2-29
2017-06-01,S5,T20,S5-6,0.507,T20_S5-6
2017-06-01,S4,T20,S4-11,0.479,T20_S4-11
2017-06-01,S6,T20,S6-1,0.466,T20_S6-1
2017-06-01,S1,T20,S1-16,0.523,T20_S1-16
2017-06-01,S3,T20,S3-11,0.501,T20_S3-11
2017-06-01,S2,T20,S2-24,0.487,T20_S2-24
2017-06-01,S5,T20,S5-18,0.468,T20_S5-18
2017-06-01,S4,T20,S4-1,0.495,T20_S4-1
2017-06-01,S1,T20,S1-11,0.507,T20_S1-11
2017-06-01,S3,T20,S3-2,0.507,T20_S3-2
2017-06-01,S2,T20,S2-30,0.515,T20_S2-30
2017-06-01,S5,T20,S5-21,0.476,T20_S5-21
2017-06-01,S6,T20,S6-18,0.463,T20_S6-18
2017-06-01,S1,T20,S1-26,0.481,T20_S1-26
2017-06-01,S3,T20,S3-18,0.437,T20_S3-18
2017-06-01,S4,T20,S4-24,0.441,T20_S4-24
2017-06-01,S6,T20,S6-23,0.468,T20_S6-23
2017-06-01,S2,T20,S2-1,0.502,T20_S2-1
2017-06-01,S1,T20,S1-6,0.462,T20_S1-6
2017-06-01,S3,T20,S3-12,0.464,T20_S3-12
2017-06-01,S4,T20,S4-26,0.433,T20_S4-26
2017-06-01,S6,T20,S6-15,0.498,T20_S6-15
2017-06-01,S2,T20,S2-7,0.493,T20_S2-7
2017-06-01,S1,T20,S1-15,0.411,T20_S1-15
2017-06-01,S3,T20,S3-26,0.471,T20_S3-26
2017-06-01,S4,T20,S4-16,0.467,T20_S4-16
2017-06-01,S6,T20,S6-31,0.497,T20_S6-31
2017-06-01,S5,T20,S5-5,0.487,T20_S5-5
2017-06-01,S2,T20,S2-14,0.485,T20_S2-14
2017-06-01,S1,T20,S1-29,0.402,T20_S1-29
2017-06-01,S2,T20,S2-19,0.478,T20_S2-19
2017-06-01,S4,T20,S4-23,0.481,T20_S4-23
2017-06-01,S5,T20,S5-20,0.482,T20_S5-20
2017-06-01,S6,T20,S6-19,0.468,T20_S6-19
2017-06-01,S1,T20,S1-3,0.474,T20_S1-3
2017-06-01,S2,T20,S2-5,0.495,T20_S2-5
2017-06-01,S3,T20,S3-15,0.45,T20_S3-15
2017-06-01,S4,T20,S4-20,0.477,T20_S4-20
2017-06-01,S5,T20,S5-26,0.43,T20_S5-26
2017-06-01,S6,T20,S6-22,0.475,T20_S6-22
2017-06-01,S2,T20,S2-26,0.477,T20_S2-26
2017-06-01,S3,T20,S3-23,0.383,T20_S3-23
2017-06-01,S6,T20,S6-16,0.431,T20_S6-16
2017-06-01,S1,T20,S1-21,0.396,T20_S1-21
2017-06-01,S2,T20,S2-6,0.507,T20_S2-6
2017-06-01,S3,T20,S3-22,0.429,T20_S3-22
2017-06-01,S4,T20,S4-5,0.413,T20_S4-5
2017-06-01,S5,T20,S5-4,0.46,T20_S5-4
2017-06-01,S6,T20,S6-4,0.477,T20_S6-4
2017-06-01,S1,T20,S1-20,0.404,T20_S1-20
2017-06-01,S2,T20,S2-27,0.519,T20_S2-27
2017-06-01,S3,T20,S3-24,0.438,T20_S3-24
2017-06-01,S5,T20,S5-16,0.447,T20_S5-16
2017-06-01,S6,T20,S6-2,0.451,T20_S6-2
2017-06-01,S1,T20,S1-27,0.398,T20_S1-27
2017-06-01,S3,T20,S3-14,0.421,T20_S3-14
2017-06-01,S4,T20,S4-27,0.42,T20_S4-27
2017-06-01,S2,T20,S2-12,0.448,T20_S2-12
2017-06-01,S5,T20,S5-24,0.51,T20_S5-24
2017-06-01,S2,T20,S2-10,0.502,T20_S2-10
2017-06-01,S1,T20,S1-4,0.505,T20_S1-4
2017-06-01,S3,T20,S3-3,0.455,T20_S3-3
2017-06-01,S6,T20,S6-17,0.499,T20_S6-17
2017-06-01,S2,T20,S2-31,0.507,T20_S2-31
2017-06-01,S1,T20,S1-17,0.473,T20_S1-17
2017-06-01,S3,T20,S3-8,0.491,T20_S3-8
2017-06-01,S4,T20,S4-22,0.441,T20_S4-22
2017-06-01,S6,T20,S6-27,0.403,T20_S6-27
2017-06-01,S5,T20,S5-12,0.499,T20_S5-12
2017-06-01,S5,T20,S5-14,0.499,T20_S5-14
2017-06-01,S2,T20,S2-8,0.497,T20_S2-8
2017-06-01,S1,T20,S1-5,0.499,T20_S1-5
2017-06-01,S3,T20,S3-28,0.449,T20_S3-28
2017-06-01,S4,T20,S4-18,0.447,T20_S4-18
2017-06-01,S6,T20,S6-10,0.476,T20_S6-10
2017-06-01,S2,T20,S2-22,0.507,T20_S2-22
2017-06-01,S5,T20,S5-10,0.502,T20_S5-10
2017-06-01,S4,T20,S4-21,0.484,T20_S4-21
2017-06-01,S6,T20,S6-14,0.503,T20_S6-14
2017-06-01,S1,T20,S1-22,0.501,T20_S1-22
2017-06-01,S3,T20,S3-9,0.531,T20_S3-9
2017-06-01,S2,T20,S2-16,0.477,T20_S2-16
2017-06-01,S5,T20,S5-13,0.506,T20_S5-13
2017-06-01,S4,T20,S4-19,0.481,T20_S4-19
2017-06-01,S6,T20,S6-28,0.505,T20_S6-28
2017-06-01,S1,T20,S1-30,0.512,T20_S1-30
2017-06-01,S3,T20,S3-25,0.521,T20_S3-25
2017-06-01,S2,T20,S2-3,0.525,T20_S2-3
2017-06-01,S5,T20,S5-2,0.508,T20_S5-2
2017-06-01,S4,T20,S4-17,0.49,T20_S4-17
2017-06-01,S6,T20,S6-13,0.509,T20_S6-13
2017-06-01,S1,T20,S1-2,0.513,T20_S1-2
2017-06-01,S3,T20,S3-16,0.522,T20_S3-16
2017-06-01,S6,T20,S6-L,0.385,T20_S6-L
2017-06-01,S6,T20,S6-F,0.422,T20_S6-F
2017-06-01,S2,T20,S2-H,0.36,T20_S2-H
2017-06-01,S2,T20,S2-B,0.436,T20_S2-B
2017-06-01,S2,T20,S2-I,0.428,T20_S2-I
2017-06-01,S2,T20,S2-Q,0.429,T20_S2-Q
2017-06-01,S2,T20,S2-J,0.402,T20_S2-J
2017-06-01,S2,T20,S2-P,0.372,T20_S2-P
2017-06-01,S2,T20,S2-O,0.303,T20_S2-O
2017-06-01,S2,T20,S2-A,0.405,T20_S2-A
2017-06-01,S2,T20,S2-E,0.388,T20_S2-E
2017-06-01,S6,T20,S6-K,0.387,T20_S6-K
2017-06-01,S6,T20,S6-G,0.45,T20_S6-G
2017-06-01,S2,T20,S2-N,0.446,T20_S2-N
2017-06-01,S6,T20,S6-D,0.495,T20_S6-D
2017-06-01,S6,T20,S6-C,0.487,T20_S6-C
2017-06-01,S6,T20,S6-M,0.475,T20_S6-M
2017-06-01,S4,T20,S4-25,0.491,T20_S4-25
2017-06-03,S4,T21,S4-12,0.443,T21_S4-12
2017-06-03,S6,T21,S6-5,0.447,T21_S6-5
2017-06-03,S1,T21,S1-13,0.493,T21_S1-13
2017-06-03,S3,T21,S3-4,0.478,T21_S3-4
2017-06-03,S2,T21,S2-29,0.457,T21_S2-29
2017-06-03,S5,T21,S5-6,0.477,T21_S5-6
2017-06-03,S1,T21,S1-16,0.498,T21_S1-16
2017-06-03,S6,T21,S6-1,0.431,T21_S6-1
2017-06-03,S4,T21,S4-11,0.443,T21_S4-11
2017-06-03,S3,T21,S3-11,0.461,T21_S3-11
2017-06-03,S2,T21,S2-24,0.46,T21_S2-24
2017-06-03,S5,T21,S5-18,0.449,T21_S5-18
2017-06-03,S4,T21,S4-1,0.457,T21_S4-1
2017-06-03,S6,T21,S6-18,0.436,T21_S6-18
2017-06-03,S1,T21,S1-11,0.477,T21_S1-11
2017-06-03,S3,T21,S3-2,0.457,T21_S3-2
2017-06-03,S2,T21,S2-30,0.483,T21_S2-30
2017-06-03,S5,T21,S5-21,0.438,T21_S5-21
2017-06-03,S1,T21,S1-26,0.483,T21_S1-26
2017-06-03,S3,T21,S3-18,0.433,T21_S3-18
2017-06-03,S4,T21,S4-24,0.416,T21_S4-24
2017-06-03,S1,T21,S1-6,0.466,T21_S1-6
2017-06-03,S3,T21,S3-12,0.453,T21_S3-12
2017-06-03,S4,T21,S4-26,0.431,T21_S4-26
2017-06-03,S6,T21,S6-15,0.478,T21_S6-15
2017-06-03,S2,T21,S2-7,0.471,T21_S2-7
2017-06-03,S1,T21,S1-15,0.453,T21_S1-15
2017-06-03,S6,T21,S6-23,0.385,T21_S6-23
2017-06-03,S2,T21,S2-1,0.47,T21_S2-1
2017-06-03,S3,T21,S3-26,0.441,T21_S3-26
2017-06-03,S4,T21,S4-16,0.451,T21_S4-16
2017-06-03,S6,T21,S6-31,0.489,T21_S6-31
2017-06-03,S5,T21,S5-5,0.457,T21_S5-5
2017-06-03,S2,T21,S2-14,0.468,T21_S2-14
2017-06-03,S1,T21,S1-29,0.446,T21_S1-29
2017-06-03,S2,T21,S2-19,0.471,T21_S2-19
2017-06-03,S5,T21,S5-20,0.478,T21_S5-20
2017-06-03,S6,T21,S6-19,0.437,T21_S6-19
2017-06-03,S1,T21,S1-3,0.474,T21_S1-3
2017-06-03,S2,T21,S2-5,0.499,T21_S2-5
2017-06-03,S6,T21,S6-22,0.456,T21_S6-22
2017-06-03,S2,T21,S2-26,0.485,T21_S2-26
2017-06-03,S5,T21,S5-26,0.38,T21_S5-26
2017-06-03,S3,T21,S3-15,0.296,T21_S3-15
2017-06-03,S4,T21,S4-20,0.358,T21_S4-20
2017-06-03,S3,T21,S3-23,0.287,T21_S3-23
2017-06-03,S4,T21,S4-23,0.398,T21_S4-23
2017-06-03,S6,T21,S6-16,0.428,T21_S6-16
2017-06-03,S1,T21,S1-21,0.389,T21_S1-21
2017-06-03,S2,T21,S2-6,0.5,T21_S2-6
2017-06-03,S3,T21,S3-22,0.379,T21_S3-22
2017-06-03,S4,T21,S4-5,0.394,T21_S4-5
2017-06-03,S5,T21,S5-4,0.457,T21_S5-4
2017-06-03,S6,T21,S6-4,0.465,T21_S6-4
2017-06-03,S1,T21,S1-20,0.427,T21_S1-20
2017-06-03,S2,T21,S2-27,0.507,T21_S2-27
2017-06-03,S3,T21,S3-24,0.384,T21_S3-24
2017-06-03,S5,T21,S5-16,0.41,T21_S5-16
2017-06-03,S6,T21,S6-2,0.427,T21_S6-2
2017-06-03,S1,T21,S1-27,0.431,T21_S1-27
2017-06-03,S3,T21,S3-14,0.368,T21_S3-14
2017-06-03,S4,T21,S4-27,0.385,T21_S4-27
2017-06-03,S2,T21,S2-12,0.414,T21_S2-12
2017-06-03,S5,T21,S5-24,0.517,T21_S5-24
2017-06-03,S2,T21,S2-10,0.552,T21_S2-10
2017-06-03,S1,T21,S1-4,0.509,T21_S1-4
2017-06-03,S3,T21,S3-3,0.464,T21_S3-3
2017-06-03,S4,T21,S4-25,0.505,T21_S4-25
2017-06-03,S6,T21,S6-17,0.511,T21_S6-17
2017-06-03,S5,T21,S5-14,0.516,T21_S5-14
2017-06-03,S2,T21,S2-31,0.519,T21_S2-31
2017-06-03,S1,T21,S1-17,0.481,T21_S1-17
2017-06-03,S3,T21,S3-8,0.493,T21_S3-8
2017-06-03,S4,T21,S4-22,0.449,T21_S4-22
2017-06-03,S6,T21,S6-27,0.478,T21_S6-27
2017-06-03,S5,T21,S5-12,0.504,T21_S5-12
2017-06-03,S2,T21,S2-8,0.505,T21_S2-8
2017-06-03,S1,T21,S1-5,0.48,T21_S1-5
2017-06-03,S3,T21,S3-28,0.422,T21_S3-28
2017-06-03,S4,T21,S4-18,0.432,T21_S4-18
2017-06-03,S6,T21,S6-10,0.458,T21_S6-10
2017-06-03,S2,T21,S2-22,0.481,T21_S2-22
2017-06-03,S5,T21,S5-10,0.47,T21_S5-10
2017-06-03,S4,T21,S4-21,0.457,T21_S4-21
2017-06-03,S6,T21,S6-14,0.473,T21_S6-14
2017-06-03,S1,T21,S1-22,0.486,T21_S1-22
2017-06-03,S3,T21,S3-9,0.51,T21_S3-9
2017-06-03,S2,T21,S2-16,0.455,T21_S2-16
2017-06-03,S5,T21,S5-13,0.495,T21_S5-13
2017-06-03,S4,T21,S4-19,0.469,T21_S4-19
2017-06-03,S6,T21,S6-28,0.487,T21_S6-28
2017-06-03,S1,T21,S1-30,0.51,T21_S1-30
2017-06-03,S3,T21,S3-25,0.519,T21_S3-25
2017-06-03,S2,T21,S2-3,0.522,T21_S2-3
2017-06-03,S5,T21,S5-2,0.496,T21_S5-2
2017-06-03,S4,T21,S4-17,0.476,T21_S4-17
2017-06-03,S6,T21,S6-13,0.525,T21_S6-13
2017-06-03,S1,T21,S1-2,0.516,T21_S1-2
2017-06-03,S3,T21,S3-16,0.517,T21_S3-16
2017-06-03,S6,T21,S6-C,0.534,T21_S6-C
2017-06-03,S6,T21,S6-D,0.543,T21_S6-D
2017-06-03,S2,T21,S2-N,0.483,T21_S2-N
2017-06-03,S6,T21,S6-K,0.467,T21_S6-K
2017-06-03,S2,T21,S2-J,0.46,T21_S2-J
2017-06-03,S6,T21,S6-M,0.531,T21_S6-M
2017-06-03,S6,T21,S6-G,0.494,T21_S6-G
2017-06-03,S6,T21,S6-F,0.458,T21_S6-F
2017-06-03,S2,T21,S2-B,0.43,T21_S2-B
2017-06-03,S6,T21,S6-L,0.428,T21_S6-L
2017-06-03,S2,T21,S2-I,0.444,T21_S2-I
2017-06-03,S2,T21,S2-Q,0.396,T21_S2-Q
2017-06-03,S2,T21,S2-P,0.477,T21_S2-P
2017-06-03,S2,T21,S2-H,0.452,T21_S2-H
2017-06-03,S2,T21,S2-E,0.436,T21_S2-E
2017-06-03,S2,T21,S2-O,0.354,T21_S2-O
2017-06-03,S2,T21,S2-A,0.444,T21_S2-A
2017-06-08,S1,T22,S1-29,0.463,T22_S1-29
2017-06-08,S2,T22,S2-19,0.461,T22_S2-19
2017-06-08,S4,T22,S4-23,0.371,T22_S4-23
2017-06-08,S5,T22,S5-20,0.452,T22_S5-20
2017-06-08,S6,T22,S6-19,0.408,T22_S6-19
2017-06-08,S1,T22,S1-3,0.493,T22_S1-3
2017-06-08,S2,T22,S2-5,0.476,T22_S2-5
2017-06-08,S3,T22,S3-15,0.217,T22_S3-15
2017-06-08,S4,T22,S4-20,0.357,T22_S4-20
2017-06-08,S5,T22,S5-26,0.269,T22_S5-26
2017-06-08,S6,T22,S6-22,0.435,T22_S6-22
2017-06-08,S2,T22,S2-26,0.432,T22_S2-26
2017-06-08,S3,T22,S3-23,0.169,T22_S3-23
2017-06-08,S6,T22,S6-16,0.423,T22_S6-16
2017-06-08,S1,T22,S1-26,0.467,T22_S1-26
2017-06-08,S3,T22,S3-18,0.45,T22_S3-18
2017-06-08,S4,T22,S4-24,0.389,T22_S4-24
2017-06-08,S6,T22,S6-23,0.425,T22_S6-23
2017-06-08,S2,T22,S2-1,0.454,T22_S2-1
2017-06-08,S1,T22,S1-6,0.455,T22_S1-6
2017-06-08,S3,T22,S3-12,0.446,T22_S3-12
2017-06-08,S4,T22,S4-26,0.408,T22_S4-26
2017-06-08,S6,T22,S6-15,0.473,T22_S6-15
2017-06-08,S2,T22,S2-7,0.462,T22_S2-7
2017-06-08,S1,T22,S1-15,0.416,T22_S1-15
2017-06-08,S3,T22,S3-26,0.441,T22_S3-26
2017-06-08,S4,T22,S4-16,0.416,T22_S4-16
2017-06-08,S6,T22,S6-31,0.494,T22_S6-31
2017-06-08,S5,T22,S5-5,0.467,T22_S5-5
2017-06-08,S2,T22,S2-14,0.488,T22_S2-14
2017-06-08,S2,T22,S2-22,0.465,T22_S2-22
2017-06-08,S5,T22,S5-10,0.466,T22_S5-10
2017-06-08,S4,T22,S4-21,0.428,T22_S4-21
2017-06-08,S6,T22,S6-14,0.456,T22_S6-14
2017-06-08,S1,T22,S1-22,0.494,T22_S1-22
2017-06-08,S3,T22,S3-9,0.511,T22_S3-9
2017-06-08,S2,T22,S2-16,0.426,T22_S2-16
2017-06-08,S5,T22,S5-13,0.466,T22_S5-13
2017-06-08,S4,T22,S4-19,0.45,T22_S4-19
2017-06-08,S6,T22,S6-28,0.479,T22_S6-28
2017-06-08,S1,T22,S1-30,0.52,T22_S1-30
2017-06-08,S3,T22,S3-25,0.487,T22_S3-25
2017-06-08,S2,T22,S2-3,0.52,T22_S2-3
2017-06-08,S5,T22,S5-2,0.492,T22_S5-2
2017-06-08,S4,T22,S4-17,0.47,T22_S4-17
2017-06-08,S6,T22,S6-13,0.478,T22_S6-13
2017-06-08,S1,T22,S1-2,0.5,T22_S1-2
2017-06-08,S3,T22,S3-16,0.492,T22_S3-16
2017-06-08,S1,T22,S1-21,0.386,T22_S1-21
2017-06-08,S2,T22,S2-6,0.498,T22_S2-6
2017-06-08,S3,T22,S3-22,0.209,T22_S3-22
2017-06-08,S4,T22,S4-5,0.302,T22_S4-5
2017-06-08,S5,T22,S5-4,0.44,T22_S5-4
2017-06-08,S6,T22,S6-4,0.426,T22_S6-4
2017-06-08,S1,T22,S1-20,0.424,T22_S1-20
2017-06-08,S2,T22,S2-27,0.5,T22_S2-27
2017-06-08,S3,T22,S3-24,0.254,T22_S3-24
2017-06-08,S5,T22,S5-16,0.4,T22_S5-16
2017-06-08,S6,T22,S6-2,0.41,T22_S6-2
2017-06-08,S1,T22,S1-27,0.42,T22_S1-27
2017-06-08,S3,T22,S3-14,0.162,T22_S3-14
2017-06-08,S4,T22,S4-27,0.252,T22_S4-27
2017-06-08,S2,T22,S2-12,0.413,T22_S2-12
2017-06-08,S5,T22,S5-24,0.491,T22_S5-24
2017-06-08,S2,T22,S2-10,0.503,T22_S2-10
2017-06-08,S1,T22,S1-4,0.47,T22_S1-4
2017-06-08,S3,T22,S3-3,0.44,T22_S3-3
2017-06-08,S4,T22,S4-25,0.463,T22_S4-25
2017-06-08,S6,T22,S6-17,0.491,T22_S6-17
2017-06-08,S5,T22,S5-14,0.492,T22_S5-14
2017-06-08,S2,T22,S2-31,0.482,T22_S2-31
2017-06-08,S1,T22,S1-17,0.448,T22_S1-17
2017-06-08,S3,T22,S3-8,0.445,T22_S3-8
2017-06-08,S4,T22,S4-22,0.379,T22_S4-22
2017-06-08,S5,T22,S5-12,0.491,T22_S5-12
2017-06-08,S2,T22,S2-8,0.503,T22_S2-8
2017-06-08,S1,T22,S1-5,0.47,T22_S1-5
2017-06-08,S3,T22,S3-28,0.44,T22_S3-28
2017-06-08,S4,T22,S4-18,0.463,T22_S4-18
2017-06-08,S6,T22,S6-10,0.491,T22_S6-10
2017-06-08,S4,T22,S4-12,0.447,T22_S4-12
2017-06-08,S6,T22,S6-5,0.472,T22_S6-5
2017-06-08,S1,T22,S1-13,0.442,T22_S1-13
2017-06-08,S3,T22,S3-4,0.501,T22_S3-4
2017-06-08,S2,T22,S2-29,0.438,T22_S2-29
2017-06-08,S5,T22,S5-6,0.489,T22_S5-6
2017-06-08,S4,T22,S4-11,0.494,T22_S4-11
2017-06-08,S6,T22,S6-1,0.447,T22_S6-1
2017-06-08,S1,T22,S1-16,0.467,T22_S1-16
2017-06-08,S3,T22,S3-11,0.45,T22_S3-11
2017-06-08,S2,T22,S2-24,0.426,T22_S2-24
2017-06-08,S5,T22,S5-18,0.433,T22_S5-18
2017-06-08,S4,T22,S4-1,0.453,T22_S4-1
2017-06-08,S6,T22,S6-18,0.449,T22_S6-18
2017-06-08,S1,T22,S1-11,0.455,T22_S1-11
2017-06-08,S3,T22,S3-2,0.443,T22_S3-2
2017-06-08,S2,T22,S2-30,0.471,T22_S2-30
2017-06-08,S5,T22,S5-21,0.442,T22_S5-21
2017-06-08,S6,T22,S6-C,0.545,T22_S6-C
2017-06-08,S6,T22,S6-M,0.504,T22_S6-M
2017-06-08,S2,T22,S2-O,0.389,T22_S2-O
2017-06-08,S2,T22,S2-Q,0.421,T22_S2-Q
2017-06-08,S2,T22,S2-J,0.479,T22_S2-J
2017-06-08,S6,T22,S6-K,0.45,T22_S6-K
2017-06-08,S2,T22,S2-I,0.47,T22_S2-I
2017-06-08,S2,T22,S2-H,0.512,T22_S2-H
2017-06-08,S6,T22,S6-G,0.547,T22_S6-G
2017-06-08,S2,T22,S2-P,0.491,T22_S2-P
2017-06-08,S2,T22,S2-N,0.459,T22_S2-N
